strikePrice,expiryDate,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,CE.openInterest,CE.changeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,timestamp
19000,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19000.00,19.0,0.0,0.0,0.0,2279.75,0.0,13650.0,10600.0,1200.0,2158.3,950.0,2275.25,37661.0,-4939.0,58371.0,57.01,0.35,-0.7000000000000001,2584900.0,273050.0,47250.0,0.35,6400.0,0.4,21-Dec-2021 15:30:00
19050,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19050.00,1.0,0.0,1.0,0.0,2161.0,424.04999999999995,12300.0,9200.0,2100.0,2170.0,800.0,2309.95,114.0,24.0,822.0,58.8,0.4,-0.65,139400.0,81050.0,100.0,0.35,550.0,0.45,21-Dec-2021 15:30:00
19100,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19100.00,2.0,0.0,0.0,0.0,1761.85,0.0,12200.0,12200.0,1100.0,2240.8,1100.0,2344.5,604.0,-39.0,1626.0,59.19,0.35,-0.7500000000000001,312600.0,86350.0,600.0,0.35,3550.0,0.4,21-Dec-2021 15:30:00
19150,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19150.00,3.0,0.0,0.0,0.0,2522.65,0.0,12200.0,9150.0,1100.0,2265.8,850.0,2403.65,72.0,10.0,3216.0,62.25,0.5,-0.55,124050.0,72300.0,300.0,0.4,1500.0,0.65,21-Dec-2021 15:30:00
19200,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19200.00,2.0,0.0,0.0,0.0,2584.8,0.0,15200.0,9100.0,1350.0,2337.85,800.0,2481.45,436.0,-172.0,1524.0,61.35,0.35,-0.7500000000000001,273600.0,80700.0,3850.0,0.35,3500.0,0.5,21-Dec-2021 15:30:00
19250,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19250.00,2.0,0.0,0.0,0.0,2822.05,0.0,12200.0,9150.0,1100.0,2395.3,850.0,2513.45,57.0,16.0,1164.0,63.16,0.4,-0.7999999999999999,132500.0,75000.0,300.0,0.4,1050.0,0.6,21-Dec-2021 15:30:00
19300,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19300.00,2.0,0.0,0.0,0.0,2850.85,0.0,12200.0,9100.0,1100.0,2435.15,800.0,2585.55,216.0,-6.0,3923.0,62.65,0.3,-0.8,337000.0,78500.0,50.0,0.3,2250.0,0.4,21-Dec-2021 15:30:00
19350,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19350.00,2.0,0.0,0.0,0.0,2852.6,0.0,15200.0,12200.0,1350.0,2482.15,1150.0,2635.4,79.0,4.0,1491.0,64.55,0.35,-1.1,146150.0,75150.0,650.0,0.35,1150.0,0.6,21-Dec-2021 15:30:00
19400,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19400.00,2.0,0.0,0.0,0.0,2776.65,0.0,15200.0,9150.0,1350.0,2530.95,800.0,2671.5,444.0,76.0,12152.0,66.39,0.4,-0.7499999999999999,344500.0,83250.0,5200.0,0.4,1700.0,0.5,21-Dec-2021 15:30:00
19450,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19450.00,2.0,0.0,0.0,0.0,2829.2,0.0,15200.0,12150.0,1350.0,2578.85,1100.0,2736.4,87.0,23.0,2215.0,66.67,0.35,-0.7999999999999999,213350.0,73050.0,1500.0,0.3,1000.0,0.55,21-Dec-2021 15:30:00
19500,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19500.00,1.0,0.0,1.0,0.0,2697.95,511.5999999999999,10150.0,7050.0,900.0,2619.8,600.0,2780.95,53451.0,-10505.0,72472.0,65.82,0.25,-0.8500000000000001,2475200.0,780250.0,39200.0,0.2,320200.0,0.25,21-Dec-2021 15:30:00
19550,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19550.00,0.0,0.0,0.0,0.0,0.0,0.0,12200.0,6150.0,1100.0,2689.35,550.0,2833.9,96.0,23.0,410.0,67.87,0.3,-0.8,207900.0,78750.0,2500.0,0.3,1500.0,0.4,21-Dec-2021 15:30:00
19600,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19600.00,1.0,0.0,0.0,0.0,2505.75,0.0,12200.0,12150.0,1100.0,2719.55,1100.0,2897.2,537.0,122.0,4357.0,69.81,0.35,-0.7500000000000001,414250.0,98200.0,6600.0,0.35,2550.0,0.45,21-Dec-2021 15:30:00
19650,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19650.00,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,6150.0,1350.0,2784.5,550.0,2940.25,66.0,31.0,7416.0,70.85,0.35,-0.85,216250.0,77750.0,350.0,0.35,900.0,0.5,21-Dec-2021 15:30:00
19700,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19700.00,1.0,0.0,0.0,0.0,2681.9,0.0,9950.0,6850.0,900.0,2821.7,600.0,2985.0,6868.0,-328.0,8549.0,70.95,0.3,-0.8,1313750.0,161650.0,3000.0,0.3,3300.0,0.35,21-Dec-2021 15:30:00
19750,23-Dec-2021,OPTIDXNIFTY23-12-2021PE19750.00,1.0,0.0,0.0,0.0,3037.0,0.0,10250.0,7200.0,900.0,2877.95,650.0,3040.8,11423.0,-2137.0,10699.0,70.89,0.25,-0.8,1132200.0,135700.0,18150.0,0.25,4350.0,0.3,21-Dec-2021 15:30:00
